Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Organization Description,Organization Industries,Organization Website,Lead Investors,Investor Names
Series A - Hello Patient,https://www.crunchbase.com/funding_round/hello-patient-series-a--58e6e0a7,Hello Patient,https://www.crunchbase.com/organization/hello-patient,Series A,22500000,USD,22500000,2025-09-04,Hello Patient is an AI-powered patient engagement platform that automates calls and texts to improve efficiency and patient communication.,"Artificial Intelligence (AI), Generative AI, Health Care",https://hellopatient.com,Scale Venture Partners,"8VC, Alumni Ventures, Bling Capital, FirstLook Partners, Flex Capital, Max Ventures, REMUS Capital, Scale Venture Partners"
Seed Round - Deductive,https://www.crunchbase.com/funding_round/deductive-seed--38c14550,Deductive,https://www.crunchbase.com/organization/deductive,Seed,7500000,USD,7500000,2025-11-12,Deductive AI is an applied AI research lab that develops AGI to make software systems self-healing.,"Artificial Intelligence (AI), Web Development",https://www.deductive.ai,CRV,"CRV, Databricks Ventures, PrimeSet, Thomvest Ventures"
Series A - Vida,https://www.crunchbase.com/funding_round/vida-9a6d-series-a--abb2ef0c,Vida,https://www.crunchbase.com/organization/vida-9a6d,Series A,4000000,USD,4000000,2025-11-13,"AI conversational voice and messaging agents for individuals, businesses, and developers.","Artificial Intelligence (AI), Collaboration, Information Technology, Messaging, Telecommunications",https://vida.io/,TVP,"Timechain, TVP"
Seed Round - Brale,https://www.crunchbase.com/funding_round/brale-seed--6aef9ae4,Brale,https://www.crunchbase.com/organization/brale,Seed,30000000,USD,30000000,2025-09-18,Brale provides a platform for issuing and managing stablecoins on multiple blockchain networks.,"Blockchain, Cryptocurrency, Financial Services",https://brale.xyz,Lightspeed Venture Partners,"AJ Nelson, Alan Curtis, Christian Edler, Daniel L., Farooq Malik, Foundation Capital, Jonathon Triest, Kanyi Maqubela, Liam Horne, Lightspeed Venture Partners, Matthew Prince, Naveen Jain, New Enterprise Associates, Refract, Steve McLaughlin, Tanner Taddeo, Tej Dhawan, The Fintech Fund"
Series A - aPriori,https://www.crunchbase.com/funding_round/apriori-686f-series-a--7b695062,aPriori,https://www.crunchbase.com/organization/apriori-686f,Series A,20000000,USD,20000000,2025-08-28,aPriori is a liquid staking protocol that generates amplified rewards with maximum extractable value.,"Cryptocurrency, Decentralized Finance (DeFi), Trading Platform",https://www.apr.io,"HashKey Capital, Pantera Capital","Ambush Capital, Big Brain Collective, Gate, GEM Digital, HashKey Capital, IMC Trading, Legends Group, Pantera Capital, Primitive Ventures"
Series A - Span,https://www.crunchbase.com/funding_round/span-3dd1-series-a--b69c3a58,Span,https://www.crunchbase.com/organization/span-3dd1,Series A,25000000,USD,25000000,2025-11-17,Span is AI platform that helps software engineering leaders cut coordination costs and drive performance at scale.,"Artificial Intelligence (AI), Business Intelligence, Software",https://www.span.app/,,"Alt Capital, Bling Capital, BoxGroup, Craft Ventures, Genius Ventures, Kyber Knight Capital, Ritual Capital, SV Angel"
Series A - Anzen,https://www.crunchbase.com/funding_round/anzen-9b43-series-a--4a62b68a,Anzen,https://www.crunchbase.com/organization/anzen-9b43,Series A,16000000,USD,16000000,2025-11-13,Anzen provides a digital marketplace and AI‑enabled tools for specialty insurance and executive liability coverage.,"Artificial Intelligence (AI), Enterprise Software, InsurTech, Software",https://www.anzen.com/,Madrona,"Andreessen Horowitz, Madrona, Sandbox Industries, SNR.vc"
Series B - Prezent AI,https://www.crunchbase.com/funding_round/o-prezent-ai-series-b--5af0fe64,Prezent AI,https://www.crunchbase.com/organization/o-prezent-ai,Series B,30000000,USD,30000000,2025-10-10,"An intelligent AI presentation software with all the tools, best-practice content, learning assets, to supercharge business communication.","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",https://prezent.ai,"Greycroft, Multiplier Capital, Nomura","Alumni Ventures, BluePointe Ventures, Emergent Ventures, Greycroft, Multiplier Capital, Nomura, True Global Ventures (TGV), WestWave Capital"
Series A - Clockwork Systems,https://www.crunchbase.com/funding_round/clockwork-systems-series-a--a2cf0075,Clockwork Systems,https://www.crunchbase.com/organization/clockwork-systems,Series A,20575000,USD,20575000,2025-09-10,"Clockwork Systems is a technology company that offers network-software solutions designed for high-performance, time-sensitive workloads.","Artificial Intelligence (AI), Cloud Computing, Information Technology, Real Time, Software",https://clockwork.works,New Enterprise Associates,"Carl Ledbetter, e& capital, John Chambers, Lip-Bu Tan, New Enterprise Associates"
Seed Round - Seezo,https://www.crunchbase.com/funding_round/seezo-seed--f6dea0f5,Seezo,https://www.crunchbase.com/organization/seezo,Seed,7000000,USD,7000000,2025-10-27,Seezo offers Gen AI-powered security design reviews to help developers ship features faster and more securely.,"Artificial Intelligence (AI), Security, Software",https://seezo.io,Accel,"Accel, Ahead VC, Akhil Koka, Ashish Popli, Mukund Sarma, MyAsia VC, Nishant Mittal, Pete Zimmerman, Ravi Ithal, Ruchir Patwa, Sahin Boydas, Shashank Kumar, Transpose Platform Management, Trenches Capital"
Seed Round - Curvance,https://www.crunchbase.com/funding_round/curvance-seed--7876bbca,Curvance,https://www.crunchbase.com/organization/curvance,Seed,4000000,USD,4000000,2025-11-11,"Curvance is a crosschain lending market for yield-bearing assets and any other ERC-20 tokens on Ethereum, Polygon zkEVM, Base.","Blockchain, Cryptocurrency, Decentralized Finance (DeFi)",https://www.curvance.com,"F-Prime, Primal Capital","Alex W., Auros, Echo, F-Prime, Flowdesk, GSR, Krum Krasimirov Pashov, Noah Marconi, Primal Capital, Q42, Ray not raymond, Stephen Novenstern, V3V Ventures"
Series A - Tavily,https://www.crunchbase.com/funding_round/tavily-series-a--5ccdafa5,Tavily,https://www.crunchbase.com/organization/tavily,Series A,20000000,USD,20000000,2025-08-06,Tavily is a search engine for LLMs and RAG that connects AI agents to the real-time web.,"Artificial Intelligence (AI), Generative AI, Information Technology, Search Engine",https://tavily.com,"Alpha Wave Global, Insight Partners","Alpha Wave Global, Insight Partners"
Seed Round - Terranova,https://www.crunchbase.com/funding_round/levitree-seed--c999b692,Terranova,https://www.crunchbase.com/organization/levitree,Seed,7000000,USD,7000000,2025-09-10,Terranova uses terraforming robots to lift land using underground injection.,"Artificial Intelligence (AI), Construction, Hardware, Robotics",https://www.terranova.inc/,,"Congruent Ventures, GoAhead Ventures, Gothams, Outlander VC, Ponderosa Ventures"
Seed Round - Volta,https://www.crunchbase.com/funding_round/volta-b382-seed--1814a939,Volta,https://www.crunchbase.com/organization/volta-b382,Seed,5000000,EUR,5798359,2025-10-22,Volta is a developer of software-as-a-service platform focusing on B2B commerce.,"Artificial Intelligence (AI), B2B, E-Commerce, SaaS",https://voltasoftware.com,RTP Global,"Emblem, Founders Future, Pascal Houillon, Robin Capital, RTP Global, Vento"
Series B - Sunflower Labs,https://www.crunchbase.com/funding_round/sunflower-labs-series-b--26aac99c,Sunflower Labs,https://www.crunchbase.com/organization/sunflower-labs,Series B,16000000,USD,16000000,2025-11-04,"Fully autonomous, AI-powered drone security system for commercial, industrial and residential properties","Artificial Intelligence (AI), Drones, Physical Security, Robotics",https://sunflower-labs.com,Sequoia Capital,"Alarm.com, Atlas Ventures, Daybreak Ventures, Drone Fund, Gentian Investments, Sequoia Capital, Wakestream Ventures"
Series B - Visual Bank,https://www.crunchbase.com/funding_round/visual-bank-series-b--288efb86,Visual Bank,https://www.crunchbase.com/organization/visual-bank,Series B,1100000000,JPY,7470847,2025-08-25,Visual bank is a visual rights company that operates a stock photo business and provides an AI data platform.,"Artificial Intelligence (AI), Information Technology, Photo Sharing",https://visual-bank.co.jp/,MITSUI SUMITOMO INSURANCE Venture Capital (MSIVC),"Aozora Corporate Investment, CDIB Cross Border Innovation Fund, Incubate Fund, MITSUI SUMITOMO INSURANCE Venture Capital (MSIVC), SMBC Venture Capital, W ventures"
Seed Round - TITAN,https://www.crunchbase.com/funding_round/titandex-seed--40d5b173,TITAN,https://www.crunchbase.com/organization/titandex,Seed,7000000,USD,7000000,2025-09-18,Titan is the ultimate DEX aggregator offering the best swap prices by scanning on-chain liquidity and using advanced routing algorithms.,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Software, Trading Platform",https://titandex.io/,Galaxy Ventures,"Adam Jin, Anatoly Yakovenko, Auros, Beluga Labs, Chris Heaney, Ergonia, Frictionless Capital, Galaxy Ventures, Joe Takayama, Lucid Drakes Ventures, Mirana, MonkeDAO, Quicknode, Space Monkey, Susquehanna Crypto, Thanh Le, Vamient Capital"
Series A - Arya Health,https://www.crunchbase.com/funding_round/arya-359f-series-a--f51b15be,Arya Health,https://www.crunchbase.com/organization/arya-359f,Series A,18200000,USD,18200000,2025-10-29,Arya Health is a healthcare technology firm dedicated to improving healthcare workforce management with AI-powered automation.,"Artificial Intelligence (AI), Information Technology, Internet",https://www.aryahealth.ai/,ACME Capital,"ACME Capital, Ridge Ventures, Twelve Below"
Seed Round - Uare.ai,https://www.crunchbase.com/funding_round/eternos-life-seed--d63b936e,Uare.ai,https://www.crunchbase.com/organization/eternos-life,Seed,10300000,USD,10300000,2025-11-11,"Uare.ai is pioneering Individual AI supports creativity and mentorship, and provides context-aware decisions.","Artificial Intelligence (AI), Business Development, Information Technology",https://www.uare.space,"boldstart ventures, Mayfield Fund","boldstart ventures, Mayfield Fund"
Seed Round - Vulcan,https://www.crunchbase.com/funding_round/vulcan-e214-seed--260da397,Vulcan,https://www.crunchbase.com/organization/vulcan-e214,Seed,10900000,USD,10900000,2025-10-09,"Vulcan builds AI tools that map U.S. laws and regulations, helping users draft, review, and stay compliant with legal documents.","Artificial Intelligence (AI), Compliance, Legal, Software",https://vulcan-tech.com,"Cubit Capital, General Catalyst","468 Capital, A*, Arash Ferdowsi, Cubit Capital, General Catalyst, Hawktail Management, Liquid 2 Ventures, Pioneer Fund, Sunshine Lake Capital, SV Angel, Transpose Platform Management, Trevor Rees-Jones, TwentyTwo VC, Valkyrie Ventures, Y Combinator"
Seed Round - Annie Labs,https://www.crunchbase.com/funding_round/annie-labs-seed--94b76360,Annie Labs,https://www.crunchbase.com/organization/annie-labs,Seed,4000000,USD,4000000,2025-11-20,"Annie is an AI front-desk assistant for dental practices that answers calls, chats with patients, and books appointments.","Artificial Intelligence (AI), Assistive Technology, Dental, Software",https://www.helloannie.com/,"Chicago Ventures, Las Olas Venture Capital","Chicago Ventures, gamba ventures, Gamma Venture Labs, Las Olas Venture Capital"
Seed Round - Burnt,https://www.crunchbase.com/funding_round/burnt-seed--6e9e5da2,Burnt,https://www.crunchbase.com/organization/burnt,Seed,3800000,USD,3800000,2025-09-25,"Burnt is building an AI Watchtower for the supply chain industry, starting with the food supply chain","Artificial Intelligence (AI), Food and Beverage, Information Technology",https://getburnt.ai,Penny Jar Capital,"Dan Scheinman, Formation, Penny Jar Capital, Scribble Ventures, Y Combinator"
Series A - Mondra,https://www.crunchbase.com/funding_round/mondra-series-a--a2217dc5,Mondra,https://www.crunchbase.com/organization/mondra,Series A,10000000,GBP,13350761,2025-10-23,"Mondra is a data based insights platform enabling food companies to meet carbon neutrality goals, check performances, and drive profits.","Analytics, Artificial Intelligence (AI), Food and Beverage, GreenTech, Information Technology, Software, Sustainability",https://www.mondra.com,"AlbionVC, Planet A Ventures","AlbionVC, Green Circle Foodtech Ventures, PeakBridge, Planet A Ventures, Ponderosa Ventures, Swisscom"
Seed Round - SRE.ai,https://www.crunchbase.com/funding_round/sre-ai-seed--360e2564,SRE.ai,https://www.crunchbase.com/organization/sre-ai,Seed,7200000,USD,7200000,2025-08-20,"AI powered DevOps automation for enterprise teams, starting with Salesforce Clouds.","Artificial Intelligence (AI), Developer Tools, Software",https://sre.ai,"Crane Venture Partners, Salesforce Ventures","468 Capital, Aito Capital, Allen Wu, Chris Smoak, Crane Venture Partners, David Perry, Jeremy Roche, JJ Fliegelman, Juan Abundes, Koro Capital Ltd, Othman Laraki, Ravi shedge, Richard Aberman, Robin Choy, Salesforce Ventures, Sohaib Abbasi, Transpose Platform Management, Y Combinator"
Seed Round - Dryft,https://www.crunchbase.com/funding_round/dryft-e6e1-seed--5637aa38,Dryft,https://www.crunchbase.com/organization/dryft-e6e1,Seed,5000000,USD,5000000,2025-11-12,Dryft is a software company that specializes in artificial intelligence in optimizing in manufacturing operations.,"Artificial Intelligence (AI), Information Technology, Software",https://dryft.ai/,General Catalyst,"Claire Hughes Johnson, General Catalyst, Jeffrey Wilke, Markus Flik, Neo, Qasar Younis, Sandberg Bernthal Venture Partners, Sheryl Sandberg"
Seed Round - Circuit & Chisel,https://www.crunchbase.com/funding_round/circuit-chisel-seed--9ed3bbd6,Circuit & Chisel,https://www.crunchbase.com/organization/circuit-chisel,Seed,19200000,USD,19200000,2025-09-22,Circuit & Chisel is an agentic AI platform that enables agents to make transactions between autonomous agents.,"Artificial Intelligence (AI), Payments",https://circuitandchisel.com,"ParaFi Capital, Primary Venture Partners","Anatoly Yakovenko, Arjun Sethi, Coinbase Ventures, Edith Cooper, Graph Ventures, Michael Tannenbaum, ParaFi Capital, Polygon Labs, Primary Venture Partners, Raj Gokal, Rich Widmann, Samsung NEXT, Solana Ventures, Stripe"
Seed Round - 7Rivers,https://www.crunchbase.com/funding_round/7rivers-seed--ef9173b2,7Rivers,https://www.crunchbase.com/organization/7rivers,Seed,4598699,USD,4598699,2025-09-11,7Rivers is a Snowflake innovation partner and a data modernization and artificial intelligence expert.,"Artificial Intelligence (AI), Cloud Data Services, Consulting, Data Integration, Database, Generative AI, Information Technology",https://7riversinc.com,,
Seed Round - Revalia Bio,https://www.crunchbase.com/funding_round/revalia-bio-seed--c695b4c1,Revalia Bio,https://www.crunchbase.com/organization/revalia-bio,Seed,14500000,USD,14500000,2025-09-04,Launching a new category of pre-clinical research with AI-driven insights from functional human organs in 'Human Data Trials'.,"Artificial Intelligence (AI), Biotechnology, Health Care, Medical, Pharmaceutical, SaaS",https://revaliabio.com,"America’s Frontier Fund, Sierra Ventures","America’s Frontier Fund, Roger Ferguson, Sierra Ventures"
